ZZ_APP_ID,ZZ_CIN_ID,ZZ_ACCT_ID,applic_date,transaction_type,transaction_amount,transaction_narrative,PrimaryCategoryDescription,SubCategoryDescription,VendorDescription,RecurrenceEventId,RecurrenceType,merchant_MCC,TRANSACTION_DATE,trans_id_app,Segment,ZZ_JOINT,CIN_M_OR_J,appsubject,cancelled_transaction,trans_id_cin,card_type,Deb_Cred_Flag,Transaction_Description2,MCC_1,MCC_Plus,MCC_AS,MCC_Label,PrimaryCategory_MCC_AS,SubCategory_MCC_AS,Enhance_PrimaryCategory,Enhance_SubCategory
10195,100028,10011530,28/11/2016,POS -,-25.9,CHARLES TYRWHITT LONDON EC3M,Shopping (Fashion),Mens Fashion,Charles Tyrwhitt Shirts,,,5691,03/11/2015,10195|000319,Segment2_MTG,1,M,1,,,,Debit,CHARLES TYRWHITT LONDON EC3M,5691,Clothing and Retail,Shopping (Fashion)|General Fashion,MEN’S AND WOMEN’S CLOTHING STORES,Shopping (Fashion),General Fashion,Shopping (Fashion),Mens Fashion
10195,100028,10011530,28/11/2016,POS -,-5.35,SAINSBURYS - FENCHURCH LONDON,Shopping (Household Essentials),General Groceries,Sainsbury's,,,5411,10/11/2015,10195|000335,Segment2_MTG,1,M,1,,,,Debit,SAINSBURYS - FENCHURCH LONDON,5411,Grocery Stores and Supermarkets,Shopping (Household Essentials)|General Groceries,GROCERY STORES,Shopping (Household Essentials),General Groceries,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,DPC,350,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,16/11/2015,10195|000351,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-20,WWW.SKYBET.COM 08000724777,Gambling and Betting,Betting,Sky Bet,,,7995,17/09/2016,10195|001165,Segment2_MTG,1,M,1,,,,Debit,WWW.SKYBET.COM 08000724777,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,Betting
10195,100028,10011530,28/11/2016,D/D,-31.95,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,10/05/2016,10195|000821,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,DPC,750,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,21/09/2016,10195|001181,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,D/D,-343.3,C&G,Rent and Mortgage,Mortgages,Cheltenham & Gloucester,,,,26/09/2016,10195|001197,Segment2_MTG,1,M,1,,,,Debit,C&G,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Rent and Mortgage,Mortgages
10195,100028,10011530,28/11/2016,POS -,-2.4,SAINSBURYS - FENCHURCH LONDON,Shopping (Household Essentials),General Groceries,Sainsbury's,,,5411,05/11/2015,10195|000323,Segment2_MTG,1,M,1,,,,Debit,SAINSBURYS - FENCHURCH LONDON,5411,Grocery Stores and Supermarkets,Shopping (Household Essentials)|General Groceries,GROCERY STORES,Shopping (Household Essentials),General Groceries,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,C/L  4,-50,RAPHAEL BANK 10NOV,Cash Machine,,,,,,11/11/2015,10195|000339,Segment2_MTG,1,M,1,,,,Debit,RAPHAEL BANK 10NOV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,POS -,0,TfL Travel Charge TFL.gov.uk/CP,Commuting and travel,Trains and coaches,TFL,,,4111,18/11/2015,10195|000355,Segment2_MTG,1,M,1,,,,Debit,TFL TRAVEL CHARGE TFL.GOV.UK/CP,4111,Transport,Commuting and travel|Trains and Coaches,"LOCAL/SUBURBAN COMMUTER PASSENGER TRANSPORTATION – RAILROADS, FERIES, LOCAL WATER TRANSPORTATION.",Commuting and travel,Trains and Coaches,Commuting and travel,Trains and coaches
10195,100028,10011530,28/11/2016,C/L  4,-50,LLOYDS BANK  24NOV,Cash Machine,,,,,,24/11/2015,10195|000371,Segment2_MTG,1,M,1,,,,Debit,LLOYDS BANK  24NOV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,DPC,501.95,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,10/11/2015,10195|000331,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-3.7,SAINSBURYS - FENCHURCH LONDON,Shopping (Household Essentials),General Groceries,Sainsbury's,,,5411,16/11/2015,10195|000347,Segment2_MTG,1,M,1,,,,Debit,SAINSBURYS - FENCHURCH LONDON,5411,Grocery Stores and Supermarkets,Shopping (Household Essentials)|General Groceries,GROCERY STORES,Shopping (Household Essentials),General Groceries,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,POS -,-14.99,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",Services,Budgeting and Credit Reporting Services,Credit Expert,17995515,Monthly,5969,21/11/2015,10195|000363,Segment2_MTG,1,M,1,,,,Debit,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Services,Budgeting and Credit Reporting Services
10195,100028,10011530,28/11/2016,POS -,-63.3,WWW.WEATHERBYS.COM INTERNET,Misc Card Spend,,,,,7399,25/11/2015,10195|000379,Segment2_MTG,1,M,1,,,,Debit,WWW.WEATHERBYS.COM INTERNET,7399,Personal Services / Miscellaneous,Services|Business Services,"BUSINESS SERVICES, NOT ELSEWHERE CLASSIFIED",Services,Business Services,Services,Business Services
10195,100028,10011530,28/11/2016,D/D,-381.46,C&G,Rent and Mortgage,Mortgages,Cheltenham & Gloucester,,,,26/11/2015,10195|000383,Segment2_MTG,1,M,1,,,,Debit,C&G,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Rent and Mortgage,Mortgages
10195,100028,10011530,28/11/2016,BAC,18597.97,CITYNET INSURANCE,Insurance,,,,,,23/09/2016,10195|001189,Segment2_MTG,1,M,1,,,,Credit,CITYNET INSURANCE,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Insurance,
10195,100028,10011530,28/11/2016,POS -,-40,TOMMY HILFIGER,Shopping (Fashion),General Fashion,Tommy Hilfiger,,,5691,01/11/2015,10195|000311,Segment2_MTG,1,M,1,,,,Debit,TOMMY HILFIGER,5691,Clothing and Retail,Shopping (Fashion)|General Fashion,MEN’S AND WOMEN’S CLOTHING STORES,Shopping (Fashion),General Fashion,Shopping (Fashion),General Fashion
10195,100028,10011530,28/11/2016,C/L  4,-100,NATWEST      06NOV,Cash Machine,,,,,,09/11/2015,10195|000327,Segment2_MTG,1,M,1,,,,Debit,NATWEST      06NOV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,POS -,-56.13,EE & T-MOBILE HATFIELD,Utilities,Mobile Phone Contracts,T-Mobile,,,4814,13/11/2015,10195|000343,Segment2_MTG,1,M,1,,,,Debit,EE & T-MOBILE HATFIELD,4814,Broadband / TV / Mobile,"Utilities|Internet, TV and Phone",FAX SERVICES,Utilities,"Internet, TV and Phone",Utilities,Mobile Phone Contracts
10195,100028,10011530,28/11/2016,C/L  4,-30,NATWEST      18NOV,Cash Machine,,,,,,19/11/2015,10195|000359,Segment2_MTG,1,M,1,,,,Debit,NATWEST      18NOV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,C/L  4,-100,NATWEST      25NOV,Cash Machine,,,,,,25/11/2015,10195|000375,Segment2_MTG,1,M,1,,,,Debit,NATWEST      25NOV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,C/L  4,-50,RAPHAEL BANK 21SEP,Cash Machine,,,,,,22/09/2016,10195|001185,Segment2_MTG,1,M,1,,,,Debit,RAPHAEL BANK 21SEP,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,DPC,100,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,23/11/2015,10195|000367,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-72.92,GAP 0932 KENT,Shopping (Fashion),General Fashion,Gap,,,5651,24/09/2016,10195|001193,Segment2_MTG,1,M,1,,,,Debit,GAP 0932 KENT,5651,Clothing and Retail,Shopping (Fashion)|General Fashion,FAMILY CLOTHING STORES,Shopping (Fashion),General Fashion,Shopping (Fashion),General Fashion
10195,100028,10011530,28/11/2016,POS -,-30.11,Amazon UK Retail AMAZON.CO.UK,Amazon All,Amazon,Amazon Retail,,,5969,05/12/2015,10195|000403,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK RETAIL AMAZON.CO.UK,5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Amazon All,Amazon
10195,100028,10011530,28/11/2016,D/D,-5.99,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,12/02/2016,10195|000583,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-4.5,AMAZON UK MARKETPLACE,Amazon All,Amazon,Marketplace,,,5942,07/12/2015,10195|000407,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK MARKETPLACE,5942,Entertainment,"Books, Newspapers and Magazines|General Books",BOOK STORES,"Books, Newspapers and Magazines",General Books,Amazon All,Amazon
10195,100028,10011530,28/11/2016,C/L,-82.53,2198 12FEB16,Cash Machine,,,,,,15/02/2016,10195|000587,Segment2_MTG,1,M,1,,,,Debit,2198 12FEB16,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,POS -,-4.99,ITUNES.COM/BILL ITUNES.COM,Shopping (Discretionary),Music and Downloads,Itunes,17995503,Monthly,5735,04/12/2015,10195|000399,Segment2_MTG,1,M,1,,,,Debit,ITUNES.COM/BILL ITUNES.COM,5735,Entertainment,Shopping (Discretionary)|Music and Downloads,RECORD SHOPS,Shopping (Discretionary),Music and Downloads,Shopping (Discretionary),Music and Downloads
10195,100028,10011530,28/11/2016,POS -,-14.99,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",Services,Budgeting and Credit Reporting Services,Credit Expert,17995515,Monthly,5969,21/02/2016,10195|000595,Segment2_MTG,1,M,1,,,,Debit,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Services,Budgeting and Credit Reporting Services
10195,100028,10011530,28/11/2016,POS -,-5.49,AMAZON UK MARKETPLACE,Amazon All,Amazon,Marketplace,,,5942,24/02/2016,10195|000611,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK MARKETPLACE,5942,Entertainment,"Books, Newspapers and Magazines|General Books",BOOK STORES,"Books, Newspapers and Magazines",General Books,Amazon All,Amazon
10195,100028,10011530,28/11/2016,C/L  4,-200,BMACH        01DEC,Cash Machine,,,17995522,Monthly,,01/12/2015,10195|000395,Segment2_MTG,1,M,1,,,,Debit,BMACH        01DEC,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,DPC,500,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,16/02/2016,10195|000591,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,C/L  4,-100,HSBC         22FEB,Cash Machine,,,,,,23/02/2016,10195|000607,Segment2_MTG,1,M,1,,,,Debit,HSBC         22FEB,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,DPC,-4.52,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,22/02/2016,10195|000599,Segment2_MTG,1,M,1,,,,Debit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,DPC,-103.25,CALL REF.NO. 0408,Transfers / Other,Bank Transfer,,,,,25/02/2016,10195|000615,Segment2_MTG,1,M,1,,,,Debit,CALL REF.NO. 0408,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-32,SACAT ASDA 4153 GRAVESEND,Shopping (Household Essentials),General Groceries,ASDA,,,5411,27/11/2015,10195|000387,Segment2_MTG,1,M,1,,,,Debit,SACAT ASDA 4153 GRAVESEND,5411,Grocery Stores and Supermarkets,Shopping (Household Essentials)|General Groceries,GROCERY STORES,Shopping (Household Essentials),General Groceries,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,POS -,-20,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,02/03/2016,10195|000631,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,POS -,-20,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,22/02/2016,10195|000603,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,POS -,-3.2,SAINSBURYS - FENCHURCH LONDON,Shopping (Household Essentials),General Groceries,Sainsbury's,,,5411,30/11/2015,10195|000391,Segment2_MTG,1,M,1,,,,Debit,SAINSBURYS - FENCHURCH LONDON,5411,Grocery Stores and Supermarkets,Shopping (Household Essentials)|General Groceries,GROCERY STORES,Shopping (Household Essentials),General Groceries,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,D/D,-26.94,DIRECT LINE INS,Insurance,General Insurance,Direct Line,17995500,Monthly,,26/02/2016,10195|000619,Segment2_MTG,1,M,1,,,,Debit,DIRECT LINE INS,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Insurance,General Insurance
10195,100028,10011530,28/11/2016,POS -,-5,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,04/03/2016,10195|000635,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,POS -,-32.65,ZIZZI MAIDSTONE,Restaurants and takeaway,"Restaurants, Cafes and Bistros",Zizzi,,,5812,05/03/2016,10195|000641,Segment2_MTG,1,M,1,,,,Debit,ZIZZI MAIDSTONE,5812,Eating and Drinking Out,"Restaurants and takeaway|Restaurants, Cafes and Bistros",EATING PLACES AND RESTAURANTS,Restaurants and takeaway,"Restaurants, Cafes and Bistros",Restaurants and takeaway,"Restaurants, Cafes and Bistros"
10195,100028,10011530,28/11/2016,POS -,-28.72,Amazon UK Retail AMAZON.CO.UK,Amazon All,Amazon,Amazon Retail,,,5969,01/03/2016,10195|000627,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK RETAIL AMAZON.CO.UK,5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Amazon All,Amazon
10195,100028,10011530,28/11/2016,D/D,-4.95,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,10/03/2016,10195|000649,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,D/D,-250.72,NW MASTERCARD,Financial Services,Credit Cards,Nat West Bank,,,,14/03/2016,10195|000665,Segment2_MTG,1,M,1,,,,Debit,NW MASTERCARD,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Financial Services,Credit Cards
10195,100028,10011530,28/11/2016,POS -,-20,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,08/03/2016,10195|000645,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,POS -,-1.49,ITUNES.COM/BILL ITUNES.COM,Shopping (Discretionary),Music and Downloads,Itunes,,,5735,13/03/2016,10195|000661,Segment2_MTG,1,M,1,,,,Debit,ITUNES.COM/BILL ITUNES.COM,5735,Entertainment,Shopping (Discretionary)|Music and Downloads,RECORD SHOPS,Shopping (Discretionary),Music and Downloads,Shopping (Discretionary),Music and Downloads
10195,100028,10011530,28/11/2016,POS -,-5,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,19/03/2016,10195|000681,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,D/D,-31.64,BRITISH GAS SERV,Utilities,Energy Providers,British Gas,,,,29/02/2016,10195|000623,Segment2_MTG,1,M,1,,,,Debit,BRITISH GAS SERV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Utilities,Energy Providers
10195,100028,10011530,28/11/2016,D/D,-4.65,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,11/03/2016,10195|000653,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,D/D,-12.8,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,16/03/2016,10195|000669,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,D/D,-48,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,11/03/2016,10195|000657,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,D/D,-4.49,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,16/03/2016,10195|000673,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-20,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,17/03/2016,10195|000677,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,DPC,100,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,23/03/2016,10195|000693,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-51.66,J. SAINSBURY PEPPER HILL,Shopping (Household Essentials),General Groceries,Sainsbury's,,,5541,28/05/2016,10195|000869,Segment2_MTG,1,M,1,,,,Debit,J. SAINSBURY PEPPER HILL,5541,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Fuel,SERVICE STATIONS ( WITH OR WITHOUT ANCILLARY SERVICES),Commuting and travel,Fuel,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,POS -,-18.6,CP PLUS LIMITED LONDON,Commuting and travel,Car Parking,CP Plus,,,7523,30/05/2016,10195|000873,Segment2_MTG,1,M,1,,,,Debit,CP PLUS LIMITED LONDON,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,D/D,-15.75,DVLA-GV09VJG,Automotive,Road Tax,DVLA,17995487,FirstWorkingDay,,01/06/2016,10195|000889,Segment2_MTG,1,M,1,,,,Debit,DVLA-GV09VJG,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Automotive,Road Tax
10195,100028,10011530,28/11/2016,DPC,100,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,21/03/2016,10195|000685,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-2,EE & T-MOBILE HATFIELD,Utilities,Mobile Phone Contracts,T-Mobile,,,4814,31/05/2016,10195|000881,Segment2_MTG,1,M,1,,,,Debit,EE & T-MOBILE HATFIELD,4814,Broadband / TV / Mobile,"Utilities|Internet, TV and Phone",FAX SERVICES,Utilities,"Internet, TV and Phone",Utilities,Mobile Phone Contracts
10195,100028,10011530,28/11/2016,POS -,-21,COMPASS @ LEEDS CASTLE KENT,Misc Card Spend,,,,,5812,05/06/2016,10195|000897,Segment2_MTG,1,M,1,,,,Debit,COMPASS @ LEEDS CASTLE KENT,5812,Eating and Drinking Out,"Restaurants and takeaway|Restaurants, Cafes and Bistros",EATING PLACES AND RESTAURANTS,Restaurants and takeaway,"Restaurants, Cafes and Bistros",Restaurants and takeaway,"Restaurants, Cafes and Bistros"
10195,100028,10011530,28/11/2016,POS -,-1.58,ITUNES.COM/BILL ITUNES.COM,Shopping (Discretionary),Music and Downloads,Itunes,17995503,Monthly,5735,31/05/2016,10195|000877,Segment2_MTG,1,M,1,,,,Debit,ITUNES.COM/BILL ITUNES.COM,5735,Entertainment,Shopping (Discretionary)|Music and Downloads,RECORD SHOPS,Shopping (Discretionary),Music and Downloads,Shopping (Discretionary),Music and Downloads
10195,100028,10011530,28/11/2016,POS -,0,Visa Provisioning Serv  400425,Misc Card Spend,,,,,6012,03/06/2016,10195|000893,Segment2_MTG,1,M,1,,,,Debit,VISA PROVISIONING SERV  400425,6012,Financial Services,Financial Services|,FINANCIAL INSTITUTIONS – MERCHANDISE AND SERVICES,Financial Services,,Financial Services,
10195,100028,10011530,28/11/2016,D/D,-39.11,BRITISH GAS SERV,Utilities,Energy Providers,British Gas,17995513,FirstWorkingDay,,01/06/2016,10195|000885,Segment2_MTG,1,M,1,,,,Debit,BRITISH GAS SERV,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Utilities,Energy Providers
10195,100028,10011530,28/11/2016,POS -,-9.3,EBBSFLEET INT STATION DARTFORD,Misc Card Spend,,,,,7523,06/06/2016,10195|000901,Segment2_MTG,1,M,1,,,,Debit,EBBSFLEET INT STATION DARTFORD,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,POS -,-14,AMAZON UK MARKETPLACE,Amazon All,Amazon,Marketplace,,,5942,22/03/2016,10195|000689,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK MARKETPLACE,5942,Entertainment,"Books, Newspapers and Magazines|General Books",BOOK STORES,"Books, Newspapers and Magazines",General Books,Amazon All,Amazon
10195,100028,10011530,28/11/2016,D/D,-12.48,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,11/12/2015,10195|000423,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,C/L  4,-50,HSBC         15DEC,Cash Machine,,,,,,16/12/2015,10195|000439,Segment2_MTG,1,M,1,,,,Debit,HSBC         15DEC,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,D/D,-40,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,08/06/2016,10195|000905,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,D/D,-15.74,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,11/12/2015,10195|000419,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-25.04,TK MAXX LONDON,Shopping (Fashion),General Fashion,TK Maxx,,,5331,16/12/2015,10195|000435,Segment2_MTG,1,M,1,,,,Debit,TK MAXX LONDON,5331,Clothing and Retail,Shopping (Discretionary)|Department Stores,VARIETY STORES,Shopping (Discretionary),Department Stores,Shopping (Fashion),General Fashion
10195,100028,10011530,28/11/2016,BAC,300,MORROW JAMES,Transfers / Other,,,,,,10/06/2016,10195|000909,Segment2_MTG,1,M,1,,,,Credit,MORROW JAMES,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,
